Environment,Material Family,Rate (mm/yr),Concentration_%,Temperature_C,Environment_encode,Material Family_encode,Temp_Conc_Interaction,Aggressiveness_Index,Conc_Squared,Temp_Squared,Log_Temperature,Log_Concentration,Rate_Log
Citric Acid,Martensitic,0.75,25.0,20.0,38,23,500.0,65.16193076042964,625.0,400.0,3.044522437723423,3.258096538021482,0.5596157879354227
Citric Acid,Martensitic,1.5,25.0,100.0,38,23,2500.0,325.8096538021482,625.0,10000.0,4.61512051684126,3.258096538021482,0.9162907318741551
Citric Acid,Martensitic,0.75,50.0,20.0,38,23,1000.0,78.63651265448651,2500.0,400.0,3.044522437723423,3.9318256327243257,0.5596157879354227
Citric Acid,Martensitic,1.5,50.0,100.0,38,23,5000.0,393.18256327243256,2500.0,10000.0,4.61512051684126,3.9318256327243257,0.9162907318741551
Citric Acid,Martensitic,0.75,5.0,140.0,38,23,700.0,250.8463256919277,25.0,19600.0,4.948759890378168,1.791759469228055,0.5596157879354227
Citric Acid,Martensitic,0.75,1.0,100.0,38,23,100.0,69.31471805599453,1.0,10000.0,4.61512051684126,0.6931471805599453,0.5596157879354227
Citric Acid,Martensitic,0.75,10.0,20.0,38,23,200.0,47.95790545596741,100.0,400.0,3.044522437723423,2.3978952727983707,0.5596157879354227
Citric Acid,Martensitic,1.5,10.0,100.0,38,23,1000.0,239.78952727983707,100.0,10000.0,4.61512051684126,2.3978952727983707,0.9162907318741551
Citric Acid,Martensitic,0.75,25.0,20.0,38,23,500.0,65.16193076042964,625.0,400.0,3.044522437723423,3.258096538021482,0.5596157879354227
Citric Acid,Martensitic,1.5,25.0,100.0,38,23,2500.0,325.8096538021482,625.0,10000.0,4.61512051684126,3.258096538021482,0.9162907318741551
Citric Acid,Martensitic,0.75,50.0,20.0,38,23,1000.0,78.63651265448651,2500.0,400.0,3.044522437723423,3.9318256327243257,0.5596157879354227
Citric Acid,Martensitic,1.5,50.0,100.0,38,23,5000.0,393.18256327243256,2500.0,10000.0,4.61512051684126,3.9318256327243257,0.9162907318741551
Citric Acid,Martensitic,0.75,5.0,140.0,38,23,700.0,250.8463256919277,25.0,19600.0,4.948759890378168,1.791759469228055,0.5596157879354227
Cresol,Tin and alloys,0.05,50.0,20.0,39,45,1000.0,78.63651265448651,2500.0,400.0,3.044522437723423,3.9318256327243257,0.048790164169432
Cresol,Tin and alloys,1.5,50.0,60.0,39,45,3000.0,235.90953796345954,2500.0,3600.0,4.110873864173311,3.9318256327243257,0.9162907318741551
Cresol,Tin and alloys,1.5,50.0,100.0,39,45,5000.0,393.18256327243256,2500.0,10000.0,4.61512051684126,3.9318256327243257,0.9162907318741551
Cupric Chloride,Cobalt and alloys,0.05,5.0,66.0,40,13,330.0,118.25612496905163,25.0,4356.0,4.204692619390966,1.791759469228055,0.048790164169432
Cupric Chloride,Cobalt and alloys,0.05,10.0,66.0,40,13,660.0,158.26108800469245,100.0,4356.0,4.204692619390966,2.3978952727983707,0.048790164169432
Cupric Chloride,Cobalt and alloys,0.05,2.0,66.0,40,13,132.0,72.50841105209524,4.0,4356.0,4.204692619390966,1.0986122886681098,0.048790164169432
Cupric Chloride,Cobalt and alloys,0.05,5.0,66.0,40,13,330.0,118.25612496905163,25.0,4356.0,4.204692619390966,1.791759469228055,0.048790164169432
Cupric Chloride,Cobalt and alloys,0.05,10.0,66.0,40,13,660.0,158.26108800469245,100.0,4356.0,4.204692619390966,2.3978952727983707,0.048790164169432
Cupric Chloride,Titanium and alloys,0.05,20.0,100.0,40,47,2000.0,304.4522437723423,400.0,10000.0,4.61512051684126,3.044522437723423,0.048790164169432
Cupric Chloride,Titanium and alloys,0.005,40.0,100.0,40,47,4000.0,371.3572066704308,1600.0,10000.0,4.61512051684126,3.713572066704308,0.004987541511039074
Cupric Chloride,Titanium and alloys,0.003,55.0,118.0,40,47,6490.0,474.9914995067477,3025.0,13924.0,4.77912349311153,4.02535169073515,0.002995508979798479
Cupric Chloride,Austenitic,1.5,10.0,21.0,40,7,210.0,50.355800728765786,100.0,441.0,3.091042453358316,2.3978952727983707,0.9162907318741551
Cupric Chloride,Austenitic,1.5,10.0,21.0,40,7,210.0,50.355800728765786,100.0,441.0,3.091042453358316,2.3978952727983707,0.9162907318741551
Cupric Chloride,Austenitic,0.04,7.66,26.5,40,7,202.99,57.20594014822011,58.6756,702.25,3.3141860046725258,2.1587147225743437,0.039220713153281295
Sulfuric Acid,Nickel,0.5,48.0,70.0,120,25,3360.0,272.4274208677439,2304.0,4900.0,4.2626798770413155,3.8918202981106265,0.4054651081081644
Cupric Chloride,Austenitic,0.005,7.66,26.5,40,7,202.99,57.20594014822011,58.6756,702.25,3.3141860046725258,2.1587147225743437,0.004987541511039074
Cupric Chloride,Ferritic,1.5,10.0,21.0,40,18,210.0,50.355800728765786,100.0,441.0,3.091042453358316,2.3978952727983707,0.9162907318741551
Cupric Chloride,Martensitic,1.5,10.0,21.0,40,23,210.0,50.355800728765786,100.0,441.0,3.091042453358316,2.3978952727983707,0.9162907318741551
Cupric Nitrate,Niobium and alooys,0.05,40.0,100.0,41,39,4000.0,371.3572066704308,1600.0,10000.0,4.61512051684126,3.713572066704308,0.048790164169432
Cupric Nitrate,Austenitic,0.05,10.0,21.0,41,7,210.0,50.355800728765786,100.0,441.0,3.091042453358316,2.3978952727983707,0.048790164169432
Cupric Nitrate,Austenitic,0.05,10.0,21.0,41,7,210.0,50.355800728765786,100.0,441.0,3.091042453358316,2.3978952727983707,0.048790164169432
Cupric Nitrate,Ferritic,0.3,10.0,21.0,41,18,210.0,50.355800728765786,100.0,441.0,3.091042453358316,2.3978952727983707,0.262364264467491
Cupric Nitrate,Martensitic,0.3,10.0,21.0,41,23,210.0,50.355800728765786,100.0,441.0,3.091042453358316,2.3978952727983707,0.262364264467491
Cupric Sulfate,Nickel-chromium-iron,0.05,10.0,80.0,42,28,800.0,191.83162182386965,100.0,6400.0,4.394449154672439,2.3978952727983707,0.048790164169432
Cupric Sulfate,Nickel-chromium-iron,0.05,10.0,80.0,42,28,800.0,191.83162182386965,100.0,6400.0,4.394449154672439,2.3978952727983707,0.048790164169432
Cupric Sulfate,Titanium and alloys,0.05,50.0,100.0,42,47,5000.0,393.18256327243256,2500.0,10000.0,4.61512051684126,3.9318256327243257,0.048790164169432
Cupric Sulfate,Austenitic,0.05,10.0,21.0,42,7,210.0,50.355800728765786,100.0,441.0,3.091042453358316,2.3978952727983707,0.048790164169432
Cupric Sulfate,Austenitic,0.05,10.0,100.0,42,7,1000.0,239.78952727983707,100.0,10000.0,4.61512051684126,2.3978952727983707,0.048790164169432
Cupric Sulfate,Austenitic,0.005,65.0,90.0,42,7,5850.0,377.06892678237824,4225.0,8100.0,4.51085950651685,4.189654742026425,0.004987541511039074
Cupric Sulfate,Austenitic,0.05,10.0,21.0,42,7,210.0,50.355800728765786,100.0,441.0,3.091042453358316,2.3978952727983707,0.048790164169432
Cupric Sulfate,Austenitic,0.05,10.0,100.0,42,7,1000.0,239.78952727983707,100.0,10000.0,4.61512051684126,2.3978952727983707,0.048790164169432
Cupric Sulfate,Austenitic,0.005,65.0,90.0,42,7,5850.0,377.06892678237824,4225.0,8100.0,4.51085950651685,4.189654742026425,0.004987541511039074
Cupric Sulfate,Ferritic,0.3,10.0,21.0,42,18,210.0,50.355800728765786,100.0,441.0,3.091042453358316,2.3978952727983707,0.262364264467491
Cupric Sulfate,Ferritic,0.3,10.0,100.0,42,18,1000.0,239.78952727983707,100.0,10000.0,4.61512051684126,2.3978952727983707,0.262364264467491
Cupric Sulfate,Martensitic,0.3,10.0,21.0,42,23,210.0,50.355800728765786,100.0,441.0,3.091042453358316,2.3978952727983707,0.262364264467491
Cupric Sulfate,Martensitic,0.75,10.0,100.0,42,23,1000.0,239.78952727983707,100.0,10000.0,4.61512051684126,2.3978952727983707,0.5596157879354227
Sulfuric Acid,Nickel,0.4,50.0,30.0,120,25,1500.0,117.95476898172977,2500.0,900.0,3.4339872044851463,3.9318256327243257,0.33647223662121295
Cuprous Nitrate,Austenitic,0.05,50.0,20.0,43,7,1000.0,78.63651265448651,2500.0,400.0,3.044522437723423,3.9318256327243257,0.048790164169432
Cuprous Nitrate,Austenitic,0.05,50.0,100.0,43,7,5000.0,393.18256327243256,2500.0,10000.0,4.61512051684126,3.9318256327243257,0.048790164169432
Cuprous Nitrate,Austenitic,0.05,50.0,20.0,43,7,1000.0,78.63651265448651,2500.0,400.0,3.044522437723423,3.9318256327243257,0.048790164169432
Cuprous Nitrate,Austenitic,0.05,50.0,100.0,43,7,5000.0,393.18256327243256,2500.0,10000.0,4.61512051684126,3.9318256327243257,0.048790164169432
Cuprous Nitrate,Austenitic,0.05,50.0,20.0,43,7,1000.0,78.63651265448651,2500.0,400.0,3.044522437723423,3.9318256327243257,0.048790164169432
Cuprous Nitrate,Austenitic,0.05,50.0,20.0,43,7,1000.0,78.63651265448651,2500.0,400.0,3.044522437723423,3.9318256327243257,0.048790164169432
Cuprous Nitrate,Austenitic,0.05,50.0,100.0,43,7,5000.0,393.18256327243256,2500.0,10000.0,4.61512051684126,3.9318256327243257,0.048790164169432
Cuprous Nitrate,Austenitic,0.05,50.0,100.0,43,7,5000.0,393.18256327243256,2500.0,10000.0,4.61512051684126,3.9318256327243257,0.048790164169432
Cuprous Nitrate,Austenitic,0.05,50.0,20.0,43,7,1000.0,78.63651265448651,2500.0,400.0,3.044522437723423,3.9318256327243257,0.048790164169432
Cuprous Nitrate,Austenitic,0.05,50.0,100.0,43,7,5000.0,393.18256327243256,2500.0,10000.0,4.61512051684126,3.9318256327243257,0.048790164169432
Cuprous Nitrate,Austenitic,0.05,50.0,20.0,43,7,1000.0,78.63651265448651,2500.0,400.0,3.044522437723423,3.9318256327243257,0.048790164169432
Cuprous Nitrate,Austenitic,0.05,50.0,100.0,43,7,5000.0,393.18256327243256,2500.0,10000.0,4.61512051684126,3.9318256327243257,0.048790164169432
Cuprous Nitrate,Austenitic,0.05,50.0,20.0,43,7,1000.0,78.63651265448651,2500.0,400.0,3.044522437723423,3.9318256327243257,0.048790164169432
Cuprous Nitrate,Austenitic,0.05,50.0,100.0,43,7,5000.0,393.18256327243256,2500.0,10000.0,4.61512051684126,3.9318256327243257,0.048790164169432
Cuprous Nitrate,Austenitic,0.05,50.0,20.0,43,7,1000.0,78.63651265448651,2500.0,400.0,3.044522437723423,3.9318256327243257,0.048790164169432
Cuprous Nitrate,Austenitic,0.05,50.0,100.0,43,7,5000.0,393.18256327243256,2500.0,10000.0,4.61512051684126,3.9318256327243257,0.048790164169432
Cuprous Nitrate,Austenitic,0.05,50.0,20.0,43,7,1000.0,78.63651265448651,2500.0,400.0,3.044522437723423,3.9318256327243257,0.048790164169432
Cuprous Nitrate,Austenitic,0.05,50.0,100.0,43,7,5000.0,393.18256327243256,2500.0,10000.0,4.61512051684126,3.9318256327243257,0.048790164169432
Cuprous Nitrate,Austenitic,0.05,50.0,20.0,43,7,1000.0,78.63651265448651,2500.0,400.0,3.044522437723423,3.9318256327243257,0.048790164169432
Cuprous Nitrate,Austenitic,0.05,50.0,100.0,43,7,5000.0,393.18256327243256,2500.0,10000.0,4.61512051684126,3.9318256327243257,0.048790164169432
Cuprous Nitrate,Austenitic,0.05,50.0,20.0,43,7,1000.0,78.63651265448651,2500.0,400.0,3.044522437723423,3.9318256327243257,0.048790164169432
Cuprous Nitrate,Austenitic,0.05,50.0,100.0,43,7,5000.0,393.18256327243256,2500.0,10000.0,4.61512051684126,3.9318256327243257,0.048790164169432
Cuprous Nitrate,Austenitic,0.05,50.0,20.0,43,7,1000.0,78.63651265448651,2500.0,400.0,3.044522437723423,3.9318256327243257,0.048790164169432
Cuprous Nitrate,Austenitic,0.05,50.0,100.0,43,7,5000.0,393.18256327243256,2500.0,10000.0,4.61512051684126,3.9318256327243257,0.048790164169432
Cuprous Nitrate,Austenitic,0.05,50.0,20.0,43,7,1000.0,78.63651265448651,2500.0,400.0,3.044522437723423,3.9318256327243257,0.048790164169432
Cuprous Nitrate,Austenitic,0.05,50.0,100.0,43,7,5000.0,393.18256327243256,2500.0,10000.0,4.61512051684126,3.9318256327243257,0.048790164169432
Cuprous Nitrate,Austenitic,0.05,50.0,20.0,43,7,1000.0,78.63651265448651,2500.0,400.0,3.044522437723423,3.9318256327243257,0.048790164169432
Cuprous Nitrate,Austenitic,0.05,50.0,100.0,43,7,5000.0,393.18256327243256,2500.0,10000.0,4.61512051684126,3.9318256327243257,0.048790164169432
Cuprous Nitrate,Austenitic,0.05,50.0,20.0,43,7,1000.0,78.63651265448651,2500.0,400.0,3.044522437723423,3.9318256327243257,0.048790164169432
Cuprous Nitrate,Austenitic,0.05,50.0,100.0,43,7,5000.0,393.18256327243256,2500.0,10000.0,4.61512051684126,3.9318256327243257,0.048790164169432
Cuprous Nitrate,Austenitic,0.05,50.0,20.0,43,7,1000.0,78.63651265448651,2500.0,400.0,3.044522437723423,3.9318256327243257,0.048790164169432
Cuprous Nitrate,Austenitic,0.05,50.0,100.0,43,7,5000.0,393.18256327243256,2500.0,10000.0,4.61512051684126,3.9318256327243257,0.048790164169432
Cuprous Nitrate,Duplex,0.05,50.0,20.0,43,17,1000.0,78.63651265448651,2500.0,400.0,3.044522437723423,3.9318256327243257,0.048790164169432
Cuprous Nitrate,Duplex,0.05,50.0,100.0,43,17,5000.0,393.18256327243256,2500.0,10000.0,4.61512051684126,3.9318256327243257,0.048790164169432
Cuprous Nitrate,Duplex,0.05,50.0,20.0,43,17,1000.0,78.63651265448651,2500.0,400.0,3.044522437723423,3.9318256327243257,0.048790164169432
Cuprous Nitrate,Duplex,0.05,50.0,100.0,43,17,5000.0,393.18256327243256,2500.0,10000.0,4.61512051684126,3.9318256327243257,0.048790164169432
Cuprous Nitrate,Ferritic,0.05,50.0,20.0,43,18,1000.0,78.63651265448651,2500.0,400.0,3.044522437723423,3.9318256327243257,0.048790164169432
Cuprous Nitrate,Ferritic,0.05,50.0,100.0,43,18,5000.0,393.18256327243256,2500.0,10000.0,4.61512051684126,3.9318256327243257,0.048790164169432
Cuprous Nitrate,Ferritic,0.05,50.0,20.0,43,18,1000.0,78.63651265448651,2500.0,400.0,3.044522437723423,3.9318256327243257,0.048790164169432
Cuprous Nitrate,Ferritic,0.05,50.0,100.0,43,18,5000.0,393.18256327243256,2500.0,10000.0,4.61512051684126,3.9318256327243257,0.048790164169432
Cuprous Nitrate,Ferritic,0.05,50.0,20.0,43,18,1000.0,78.63651265448651,2500.0,400.0,3.044522437723423,3.9318256327243257,0.048790164169432
Cuprous Nitrate,Ferritic,0.05,50.0,100.0,43,18,5000.0,393.18256327243256,2500.0,10000.0,4.61512051684126,3.9318256327243257,0.048790164169432
Cuprous Nitrate,Ferritic,0.05,50.0,20.0,43,18,1000.0,78.63651265448651,2500.0,400.0,3.044522437723423,3.9318256327243257,0.048790164169432
Cuprous Nitrate,Ferritic,0.05,50.0,100.0,43,18,5000.0,393.18256327243256,2500.0,10000.0,4.61512051684126,3.9318256327243257,0.048790164169432
Cuprous Nitrate,Martensitic,0.05,50.0,20.0,43,23,1000.0,78.63651265448651,2500.0,400.0,3.044522437723423,3.9318256327243257,0.048790164169432
Cuprous Nitrate,Martensitic,0.05,50.0,100.0,43,23,5000.0,393.18256327243256,2500.0,10000.0,4.61512051684126,3.9318256327243257,0.048790164169432
Cuprous Nitrate,Martensitic,0.05,50.0,20.0,43,23,1000.0,78.63651265448651,2500.0,400.0,3.044522437723423,3.9318256327243257,0.048790164169432
Cuprous Nitrate,Martensitic,0.05,50.0,100.0,43,23,5000.0,393.18256327243256,2500.0,10000.0,4.61512051684126,3.9318256327243257,0.048790164169432
Cuprous Nitrate,Martensitic,0.05,50.0,20.0,43,23,1000.0,78.63651265448651,2500.0,400.0,3.044522437723423,3.9318256327243257,0.048790164169432
Cuprous Nitrate,Martensitic,0.05,50.0,100.0,43,23,5000.0,393.18256327243256,2500.0,10000.0,4.61512051684126,3.9318256327243257,0.048790164169432
Cuprous Nitrate,Martensitic,0.05,50.0,20.0,43,23,1000.0,78.63651265448651,2500.0,400.0,3.044522437723423,3.9318256327243257,0.048790164169432
Cuprous Nitrate,Martensitic,0.05,50.0,100.0,43,23,5000.0,393.18256327243256,2500.0,10000.0,4.61512051684126,3.9318256327243257,0.048790164169432
Dichloroacetic Acid,Titanium and alloys,0.007,100.0,100.0,44,47,10000.0,461.512051684126,10000.0,10000.0,4.61512051684126,4.61512051684126,0.006975613736425242
Ethyl Alcohol,Nickel-chromium-iron-molybdenum,0.003,56.0,75.0,45,29,4200.0,303.22884508759125,3136.0,5625.0,4.330733340286331,4.04305126783455,0.002995508979798479
Ethyl Alcohol,Titanium and alloys,0.013,95.0,100.0,45,47,9500.0,456.43481914678364,9025.0,10000.0,4.61512051684126,4.564348191467836,0.012916225266546327
Ethyl Alcohol,Austenitic,0.03,56.0,75.0,45,7,4200.0,303.22884508759125,3136.0,5625.0,4.330733340286331,4.04305126783455,0.0295588022415444
Ethyl Alcohol,Austenitic,0.5,56.0,75.0,45,7,4200.0,303.22884508759125,3136.0,5625.0,4.330733340286331,4.04305126783455,0.4054651081081644
Ethyl Alcohol,Austenitic,0.003,56.0,75.0,45,7,4200.0,303.22884508759125,3136.0,5625.0,4.330733340286331,4.04305126783455,0.002995508979798479
Ethyl Alcohol,Austenitic,0.01,56.0,75.0,45,7,4200.0,303.22884508759125,3136.0,5625.0,4.330733340286331,4.04305126783455,0.009950330853168083
Ethylene Glycol,Aluminum bronze,0.48,15.0,99.0,46,2,1485.0,274.48628350173834,225.0,9801.0,4.605170185988092,2.772588722239781,0.3920420877760237
Ethylene Glycol,Copper,0.005,30.0,60.0,46,14,1800.0,206.03923226910877,900.0,3600.0,4.110873864173311,3.4339872044851463,0.004987541511039074
Ethylene Glycol,Copper,0.01,30.0,70.0,46,14,2100.0,240.37910431396023,900.0,4900.0,4.2626798770413155,3.4339872044851463,0.009950330853168083
Ethylene Glycol,Copper,0.01,30.0,60.0,46,14,1800.0,206.03923226910877,900.0,3600.0,4.110873864173311,3.4339872044851463,0.009950330853168083
Ethylene Glycol,Copper,0.03,30.0,70.0,46,14,2100.0,240.37910431396023,900.0,4900.0,4.2626798770413155,3.4339872044851463,0.0295588022415444
Ethylene Glycol,Copper,0.08,30.0,60.0,46,14,1800.0,206.03923226910877,900.0,3600.0,4.110873864173311,3.4339872044851463,0.07696104113612832
Ethylene Glycol,Copper,0.15,30.0,70.0,46,14,2100.0,240.37910431396023,900.0,4900.0,4.2626798770413155,3.4339872044851463,0.1397619423751587
Ethylene Glycol,Copper,0.003,30.0,70.0,46,14,2100.0,240.37910431396023,900.0,4900.0,4.2626798770413155,3.4339872044851463,0.002995508979798479
Ethylene Glycol,Copper,0.01,30.0,60.0,46,14,1800.0,206.03923226910877,900.0,3600.0,4.110873864173311,3.4339872044851463,0.009950330853168083
Ethylene Glycol,Copper,0.01,30.0,70.0,46,14,2100.0,240.37910431396023,900.0,4900.0,4.2626798770413155,3.4339872044851463,0.009950330853168083
Ethylene Glycol,Copper,0.04,30.0,70.0,46,14,2100.0,240.37910431396023,900.0,4900.0,4.2626798770413155,3.4339872044851463,0.039220713153281295
Ethylene Glycol,Copper,0.03,30.0,60.0,46,14,1800.0,206.03923226910877,900.0,3600.0,4.110873864173311,3.4339872044851463,0.0295588022415444
Ethylene Glycol,Copper,0.58,15.0,99.0,46,14,1485.0,274.48628350173834,225.0,9801.0,4.605170185988092,2.772588722239781,0.4574248470388754
Ethylene Glycol,Copper,0.0075,91.0,160.0,46,14,14560.0,723.4861723278465,8281.0,25600.0,5.081404364984463,4.5217885770490405,0.007472014838700995
Ethylene Glycol,Copper-nickel,0.46,15.0,99.0,46,15,1485.0,274.48628350173834,225.0,9801.0,4.605170185988092,2.772588722239781,0.3784364357202451
Fatty Acid,Austenitic,0.3,100.0,21.0,47,7,2100.0,96.91753085366645,10000.0,441.0,3.091042453358316,4.61512051684126,0.262364264467491
Fatty Acid,Austenitic,0.01,90.0,215.0,47,7,19350.0,969.8347939011227,8100.0,46225.0,5.375278407684165,4.51085950651685,0.009950330853168083
Fatty Acid,Austenitic,0.005,90.0,215.0,47,7,19350.0,969.8347939011227,8100.0,46225.0,5.375278407684165,4.51085950651685,0.004987541511039074
Fatty Acid,Austenitic,0.05,100.0,21.0,47,7,2100.0,96.91753085366645,10000.0,441.0,3.091042453358316,4.61512051684126,0.048790164169432
Fatty Acid,Ferritic,0.3,100.0,21.0,47,18,2100.0,96.91753085366645,10000.0,441.0,3.091042453358316,4.61512051684126,0.262364264467491
Fatty Acid,Martensitic,0.3,100.0,21.0,47,23,2100.0,96.91753085366645,10000.0,441.0,3.091042453358316,4.61512051684126,0.262364264467491
Ferric Chloride,Nickel-chromium- molybdenum- tungsten,0.005,10.0,50.0,48,27,500.0,119.89476363991854,100.0,2500.0,3.9318256327243257,2.3978952727983707,0.004987541511039074
Ferric Chloride,Nickel-chromium- molybdenum- tungsten,0.036,10.0,75.0,48,27,750.0,179.8421454598778,100.0,5625.0,4.330733340286331,2.3978952727983707,0.03536714383729131
Ferric Chloride,Nickel-chromium-iron-molybdenum,1.5,36.0,25.0,48,29,900.0,90.27294781610561,1296.0,625.0,3.258096538021482,3.6109179126442243,0.9162907318741551
Ferric Chloride,Cobalt and alloys,0.05,89.0,65.0,48,13,5785.0,292.4876285714672,7921.0,4225.0,4.189654742026425,4.499809670330265,0.048790164169432
Ferric Chloride,Cobalt and alloys,0.05,3.8,70.0,48,13,266.0,109.80311425396917,14.44,4900.0,4.2626798770413155,1.5686159179138452,0.048790164169432
Ferric Chloride,Cobalt and alloys,0.05,3.8,100.0,48,13,380.0,156.8615917913845,14.44,10000.0,4.61512051684126,1.5686159179138452,0.048790164169432
Ferric Chloride,Cobalt and alloys,0.05,3.8,70.0,48,13,266.0,109.80311425396917,14.44,4900.0,4.2626798770413155,1.5686159179138452,0.048790164169432
Ferric Chloride,Cobalt and alloys,0.05,3.8,100.0,48,13,380.0,156.8615917913845,14.44,10000.0,4.61512051684126,1.5686159179138452,0.048790164169432
Ferric Chloride,Austenitic,1.5,30.0,20.0,48,7,600.0,68.67974408970292,900.0,400.0,3.044522437723423,3.4339872044851463,0.9162907318741551
Ferric Chloride,Cobalt and alloys,0.05,5.0,66.0,48,13,330.0,118.25612496905163,25.0,4356.0,4.204692619390966,1.791759469228055,0.048790164169432
Ferric Chloride,Cobalt and alloys,0.05,2.0,66.0,48,13,132.0,72.50841105209524,4.0,4356.0,4.204692619390966,1.0986122886681098,0.048790164169432
Ferric Chloride,Cobalt and alloys,0.05,2.0,100.0,48,13,200.0,109.86122886681098,4.0,10000.0,4.61512051684126,1.0986122886681098,0.048790164169432
Ferric Chloride,Niobium and alloys,0.05,10.0,100.0,48,38,1000.0,239.78952727983707,100.0,10000.0,4.61512051684126,2.3978952727983707,0.048790164169432
Ferric Chloride,Niobium and alloys,0.05,10.0,22.5,48,38,225.0,53.95264363796334,100.0,506.25,3.1570004211501135,2.3978952727983707,0.048790164169432
Ferric Chloride,Tantalum and alloys,0.05,10.0,22.5,48,44,225.0,53.95264363796334,100.0,506.25,3.1570004211501135,2.3978952727983707,0.048790164169432
Ferric Chloride,Titanium and alloys,0.05,10.0,100.0,48,47,1000.0,239.78952727983707,100.0,10000.0,4.61512051684126,2.3978952727983707,0.048790164169432
Ferric Chloride,Titanium and alloys,0.05,10.0,100.0,48,47,1000.0,239.78952727983707,100.0,10000.0,4.61512051684126,2.3978952727983707,0.048790164169432
Ferric Chloride,Titanium and alloys,0.05,10.0,100.0,48,47,1000.0,239.78952727983707,100.0,10000.0,4.61512051684126,2.3978952727983707,0.048790164169432
Ferric Chloride,Titanium and alloys,0.05,10.0,100.0,48,47,1000.0,239.78952727983707,100.0,10000.0,4.61512051684126,2.3978952727983707,0.048790164169432
Ferric Chloride,Titanium and alloys,0.05,10.0,100.0,48,47,1000.0,239.78952727983707,100.0,10000.0,4.61512051684126,2.3978952727983707,0.048790164169432
Ferric Chloride,Titanium and alloys,0.06,10.0,100.0,48,47,1000.0,239.78952727983707,100.0,10000.0,4.61512051684126,2.3978952727983707,0.05826890812397577
Ferric Chloride,Titanium and alloys,0.05,10.0,100.0,48,47,1000.0,239.78952727983707,100.0,10000.0,4.61512051684126,2.3978952727983707,0.048790164169432
Ferric Chloride,Titanium and alloys,0.00076,10.0,22.5,48,47,225.0,53.95264363796334,100.0,506.25,3.1570004211501135,2.3978952727983707,0.0007597113462419786
Ferric Chloride,Titanium and alloys,0.003,50.0,150.0,48,47,7500.0,589.7738449086488,2500.0,22500.0,5.017279836814924,3.9318256327243257,0.002995508979798479
Ferric Chloride,Titanium and alloys,0.0,10.0,100.0,48,47,1000.0,239.78952727983707,100.0,10000.0,4.61512051684126,2.3978952727983707,0.0
Ferric Chloride,Titanium and alloys,0.05,10.0,100.0,48,47,1000.0,239.78952727983707,100.0,10000.0,4.61512051684126,2.3978952727983707,0.048790164169432
Ferric Chloride,Titanium and alloys,1.5,10.0,100.0,48,47,1000.0,239.78952727983707,100.0,10000.0,4.61512051684126,2.3978952727983707,0.9162907318741551
Ferric Chloride,Titanium and alloys,0.05,10.0,100.0,48,47,1000.0,239.78952727983707,100.0,10000.0,4.61512051684126,2.3978952727983707,0.048790164169432
Ferric Chloride,Titanium and alloys,0.05,10.0,100.0,48,47,1000.0,239.78952727983707,100.0,10000.0,4.61512051684126,2.3978952727983707,0.048790164169432
Ferric Chloride,Titanium and alloys,1.5,10.0,100.0,48,47,1000.0,239.78952727983707,100.0,10000.0,4.61512051684126,2.3978952727983707,0.9162907318741551
Ferric Chloride,Titanium and alloys,0.05,10.0,100.0,48,47,1000.0,239.78952727983707,100.0,10000.0,4.61512051684126,2.3978952727983707,0.048790164169432
Ferric Chloride,Titanium and alloys,0.05,30.0,100.0,48,47,3000.0,343.3987204485146,900.0,10000.0,4.61512051684126,3.4339872044851463,0.048790164169432
Ferric Chloride,Titanium and alloys,0.05,10.0,100.0,48,47,1000.0,239.78952727983707,100.0,10000.0,4.61512051684126,2.3978952727983707,0.048790164169432
Ferric Chloride,Titanium and alloys,0.05,10.0,100.0,48,47,1000.0,239.78952727983707,100.0,10000.0,4.61512051684126,2.3978952727983707,0.048790164169432
Ferric Chloride,Titanium and alloys,0.19,10.0,100.0,48,47,1000.0,239.78952727983707,100.0,10000.0,4.61512051684126,2.3978952727983707,0.17395330712343804
Ferric Chloride,Zirconium and alloys,0.01,10.0,22.5,48,50,225.0,53.95264363796334,100.0,506.25,3.1570004211501135,2.3978952727983707,0.009950330853168083
Ferric Chloride,Austenitic,1.5,30.0,20.0,48,7,600.0,68.67974408970292,900.0,400.0,3.044522437723423,3.4339872044851463,0.9162907318741551
Ferric Chloride,Austenitic,1.5,50.0,50.0,48,7,2500.0,196.59128163621628,2500.0,2500.0,3.9318256327243257,3.9318256327243257,0.9162907318741551
Ferric Chloride,Austenitic,1.5,30.0,20.0,48,7,600.0,68.67974408970292,900.0,400.0,3.044522437723423,3.4339872044851463,0.9162907318741551
Ferric Chloride,Austenitic,1.5,50.0,50.0,48,7,2500.0,196.59128163621628,2500.0,2500.0,3.9318256327243257,3.9318256327243257,0.9162907318741551
Ferric Chloride,Austenitic,1.5,30.0,20.0,48,7,600.0,68.67974408970292,900.0,400.0,3.044522437723423,3.4339872044851463,0.9162907318741551
Ferric Chloride,Austenitic,1.5,30.0,20.0,48,7,600.0,68.67974408970292,900.0,400.0,3.044522437723423,3.4339872044851463,0.9162907318741551
Ferric Chloride,Austenitic,1.5,50.0,50.0,48,7,2500.0,196.59128163621628,2500.0,2500.0,3.9318256327243257,3.9318256327243257,0.9162907318741551
